Particle ID,Area (µm²),Equivalent Diameter (µm),Major Axis Length (µm),Minor Axis Length (µm),Aspect Ratio
72,1.2209144611874995e-09,0.0013260570388536066,0.0016754549434020828,0.0013692487707335096,1.2236307815011132
73,1.5061756388124994e-09,0.0014221945134435096,0.0017847179291016469,0.001383116490352021,1.290359808122462
74,9.292728468124996e-10,0.001210732522005821,0.0015836689646692042,0.0012411690827079343,1.2759494147356756
75,1.1278154910781246e-09,0.0012914565850951818,0.0018646040438088385,0.0010020962226127599,1.8607035948576542
76,1.7806934330624993e-09,0.0015038234229056183,0.0027146980579788042,0.0008083559708976629,3.358295300230401
77,7.510467256406247e-10,0.0011277758183285361,0.0018469426821888573,0.0009769777891709866,1.8904653746080333
78,8.935568116562496e-10,0.0011950181896713194,0.0016096730920605532,0.0010455345270295113,1.5395695220451755
79,8.003783345468747e-10,0.001151946299480035,0.0018667823987629146,0.0007239146729930433,2.578732644062395
80,1.932335643406249e-09,0.0015453540008228419,0.0022450064812880284,0.0011029264620794406,2.0354996987336107
81,2.397229222265624e-09,0.0016604927367498436,0.01470771806281921,0.001347276538673254,10.91662894783487
82,9.088780590156246e-10,0.0012018095913334875,0.0014009730746222576,0.001166741288145782,1.2007572620051215
83,1.3793135242343744e-09,0.0013810883358624671,0.0019905798449232756,0.0011616261033991567,1.7136149395217875
84,1.3976895796093745e-09,0.001387194532289321,0.001933134943854761,0.0012220840631813478,1.5818346725039478
85,2.144379570109374e-09,0.0015999301143144878,0.002395662057369824,0.001266522328398488,1.8915276925272435
86,1.0914720959999996e-09,0.0012774326289617252,0.0017682508401126976,0.0011203381392884443,1.5783188825792893
87,1.7523963948437493e-09,0.0014958150880810428,0.002074101066955292,0.0013147426501219364,1.5775719048613268
88,2.658260641640624e-09,0.0017186982955481123,0.002271339185667694,0.0015190524958650026,1.4952341619861615
89,1.2352431133437494e-09,0.001331224411654547,0.002009641052719461,0.0009336029531809607,2.152565012645083
90,1.9801466809374993e-09,0.0015579956709872616,0.002191512330567336,0.0014952623479855456,1.4656373401763214
91,1.4908109110624993e-09,0.001417341967504458,0.0022739313135273723,0.0011118273142998337,2.045219868482334
92,1.1528328655468744e-09,0.0013009359314069971,0.0018817281674658815,0.0010138675266080505,1.8559901743389557
93,1.3701056197968745e-09,0.0013780082208118927,0.0019227483985911292,0.0010923821616160968,1.7601426187210603
94,1.1765284361406244e-09,0.0013097887885885815,0.0019162505253504953,0.0011643120439900278,1.645822127531739
95,1.0371775110781245e-09,0.0012558896741838848,0.0016762621638775762,0.0011900211302074048,1.4085986553746537
96,1.1014117132968745e-09,0.001281298613413991,0.002313725871156432,0.0010973121317940475,2.1085394065347773
97,2.636086884718749e-09,0.0017139061323711657,0.0025782355062668725,0.0013142600868466736,1.9617391809051103
98,1.7739912414218742e-09,0.0015019343490329854,0.0020707756993935096,0.0013282905661864037,1.5589779466241502
99,1.5230944799531244e-09,0.0014274998587484235,0.0017601870617407218,0.0011375272688952092,1.5473801023251539
100,1.4142195818281245e-09,0.001392641741242653,0.0018449009432773907,0.0012543090201634617,1.4708504153441893
101,9.358321743124995e-10,0.0012135745214203438,0.001822249906540579,0.0010772546534769739,1.6915683776895647
102,2.053580091515624e-09,0.0015770217183477112,0.0025242915159818385,0.001106170668130066,2.2820090865806852
103,4.843740361562497e-10,0.0009743778686101711,0.0014926939664023926,0.0008087301046506551,1.845725734479969
104,1.2848728734999994e-09,0.0013488195311732248,0.0018243887608114795,0.0010903772642893582,1.6731720483923567
105,2.0718257057187493e-09,0.0015816784528660352,0.0025372993943179184,0.0012922793158206469,1.9634295490573848
106,1.2696062872031244e-09,0.0013434561034173943,0.0020291068587767187,0.0011118591867830478,1.8249674805022316
107,2.065740935624999e-09,0.0015801285176430416,0.0021589828379002794,0.0016130503287848325,1.3384472879570453
108,2.099080456859374e-09,0.0015885838910819016,0.003254882502546476,0.0012050851346596394,2.700956479282914
109,2.307011138609374e-09,0.0016393953151629447,0.002754035098923888,0.0012931898326685872,2.1296448745198875
110,2.6399839700156237e-09,0.0017147503065760568,0.003432706976429651,0.0012430904526777899,2.7614297648534927
111,2.785927764593749e-09,0.0017457836014537274,0.0029476196287506807,0.001379361628246995,2.1369447782136404
112,1.4365101146562494e-09,0.0013999204421777888,0.001965801926922484,0.0011949120429039998,1.6451436225757565
113,1.7946891496562492e-09,0.0015077530127872566,0.0025697339585177424,0.0012288307117265952,2.091202583069463
114,1.6873745764062494e-09,0.0014770809362248856,0.0021573854409083033,0.0008821630585954006,2.4455631188448765
115,2.698811696234374e-09,0.0017273936566608943,0.003128724334319177,0.0012130641822116978,2.5791910932649795
116,9.698226591093746e-10,0.0012280929403350326,0.0016509962764500248,0.0010923503867428784,1.5114163884473844
117,2.067180757703124e-09,0.0015804955490728817,0.003196951331836091,0.0013294977287784213,2.404630908827153
118,1.0706847423906244e-09,0.0012692709211345411,0.0015793295143969803,0.0010860780895514033,1.4541583423797002
119,2.504834492984374e-09,0.0016849750361543864,0.0037310932313732014,0.0009426146644971205,3.958238049864966
120,1.4087584447656244e-09,0.001390846824753345,0.0018678696696616231,0.0010476548338073238,1.7829055996176948
121,1.5295556659999994e-09,0.0014295155644258415,0.0021252301638199985,0.0012234516082283494,1.7370774205752957
122,2.115452687374999e-09,0.0015927033668287928,0.002190004942156764,0.0013392731782274332,1.6352189962135273
123,1.0144807471718745e-09,0.001246661063974396,0.0017021538623181987,0.0010315395811287054,1.6501100815304737
124,2.637039726421874e-09,0.0017141126107087172,0.0025288168036738602,0.0014106462820721924,1.7926654157122313
125,1.2784328064999995e-09,0.0013465622283315012,0.001711880315200959,0.0012808525741028211,1.3365162781517248
126,1.7416318924218743e-09,0.0014927459979195454,0.0019373204532623786,0.0014270538678129885,1.357566449983694
127,1.2227033686874995e-09,0.001326704377605349,0.0016223443240463906,0.0011094203769320967,1.4623350695366648
128,3.5677859373281233e-09,0.001895832900025696,0.0028660323693535574,0.001330286771543855,2.1544470189892992
129,1.6112230202656244e-09,0.001454517704791721,0.002054435845116519,0.0012552632524884515,1.636657363340938
130,2.236456129890624e-09,0.001622509520192275,0.0026106043561530314,0.0009654406654999054,2.7040546865728508
131,2.340489797093749e-09,0.001647287400361076,0.002037588033245282,0.0013893393824068825,1.4665876883986242
132,2.1130165432031243e-09,0.0015920917490541214,0.002024325091222067,0.001391444155146635,1.454837467773715
133,9.204761426406246e-10,0.0012069000486710773,0.0016803338534950448,0.0011175806753176815,1.5035459100233601
134,1.1402297637499996e-09,0.001296177814254319,0.001730650243495625,0.0011490761594354574,1.5061231836416271
135,2.415858706203124e-09,0.001664783014086401,0.0027257772545886956,0.0014281524417114032,1.90860385416721
136,1.3689800988281243e-09,0.0013776307798271628,0.0019200631980787828,0.0011414527899561535,1.682122304990413
137,1.1108805000781245e-09,0.001284959896856814,0.0017238821488954436,0.0011461385265426974,1.5040783543813834
138,1.4880964923906243e-09,0.0014164812285995614,0.0019111700869276897,0.0011917741948714883,1.603634392447787
139,1.6616689694687493e-09,0.0014695418633849137,0.0022304342801400872,0.001275907888390274,1.7481154403348615
140,1.1503606947656244e-09,0.0013000053433561273,0.0017491447037401295,0.001244779650720381,1.405184204873418
141,1.3805533365156244e-09,0.0013815020144711371,0.002262861241120214,0.0011630995130898854,1.9455439673504
142,8.968998325468746e-10,0.0011965066229327795,0.0019350888953174109,0.0008305479803015956,2.3298941677213216
143,1.3632779561718744e-09,0.0013757153930415071,0.002040650276250088,0.0012044020710882226,1.6943264423368882
144,2.8466649011093738e-09,0.0017583793496416269,0.0025794985150995897,0.0014735570261000747,1.7505250692105936
145,1.3569919339843743e-09,0.0013735976778875359,0.001928645204999179,0.0011459406694794099,1.683023612274224
146,1.5454197970937493e-09,0.00143444075677141,0.002295635589561079,0.0012347047564272755,1.8592587236836264
147,3.3092254464374985e-09,0.0018488822126349234,0.003885985682634874,0.001461410467979329,2.6590651755820325
148,1.6994298252812492e-09,0.0014805902025117048,0.0022999188330519935,0.0012565010474884734,1.8304153726327013
149,2.792495788171874e-09,0.0017471544612052132,0.002729852001388275,0.0012277246279328749,2.223505124259451
150,9.280504266874996e-10,0.001210201399472483,0.0016092077635218639,0.0009671198688651325,1.6639175921493474
151,2.9925055850468736e-09,0.001787909158748697,0.0031677588940791763,0.0015584887772253165,2.032583705683754
152,2.518805363640624e-09,0.0016881019143492849,0.002499795003146991,0.0011553906201551933,2.163592952495335
153,9.097066710312496e-10,0.001202174704996314,0.0018367033185683898,0.000890375121746917,2.0628421366544654
154,1.989627890687499e-09,0.0015604783439681867,0.00226555004585986,0.0012275076240555178,1.8456504884057596
155,1.8514385132031241e-09,0.0015234804671731771,0.002194641168690118,0.0013338366182931941,1.6453598128820515
156,1.3885500014999993e-09,0.0013841642675141183,0.0016130292747595205,0.0012999914514694874,1.2407999090580024
157,1.901644699109374e-09,0.0015371287714367747,0.0022151907625292573,0.001402870150203229,1.5790419107629812
158,1.8635819651562493e-09,0.0015268040110124168,0.0031915541418183627,0.0007045231122233047,4.530091471018728
159,1.6812401144374993e-09,0.0014752887833449785,0.0022456301836463162,0.0012168073200438546,1.845510087468394
160,1.5149325894843743e-09,0.0014249454163246366,0.001918923983238394,0.0011513570085187228,1.6666628761023339
161,7.733074433437497e-10,0.0011388097831419274,0.001315678384628745,0.0011652051473377374,1.129138836740302
162,1.2967194164999994e-09,0.0013529522332020624,0.001913569818471312,0.0010026022862185816,1.9086030869613702
163,3.4355285274218735e-09,0.0018721112178156467,0.003231709698974934,0.00161201814177947,2.004760129689064
164,1.6585669541718743e-09,0.0014686268434043988,0.0020360725153443816,0.001361602179022919,1.4953505118546888
165,1.1796677203437495e-09,0.001310952706496503,0.0018064098226940007,0.0013547523967400144,1.333387434516318
166,3.6192803850937484e-09,0.0019049103242809219,0.0032537700966544804,0.0017596796581159592,1.8490695631148018
167,1.4686918152031243e-09,0.0014102973313272157,0.002009661097702442,0.0013990130607330455,1.4364848721636903
168,9.126049496406246e-10,0.0012034500404710308,0.0015562478848741973,0.0011874845800738437,1.3105415522763437
169,1.8153771195156243e-09,0.0015135243475781677,0.001889081017115297,0.0012810433556307884,1.4746425316613188
170,1.2217604653593744e-09,0.0013263632548915303,0.0018505148319357138,0.001023484356573558,1.8080538506039363
171,1.2805061999843745e-09,0.001347289797623673,0.0021265148612908337,0.0011428132613775805,1.8607719503775013
172,2.275953716734374e-09,0.0016320054369932636,0.0024301723641406104,0.0012335084893377133,1.9701302302713795
173,1.4310961848749994e-09,0.0013981595513831812,0.0025308933520848424,0.0009406978798606068,2.6904422836159383
174,1.3198186845937494e-09,0.0013609386562936192,0.0018656389840564533,0.0012862670287515777,1.4504289874142238
175,2.241055112921874e-09,0.0016236209191119457,0.0024332173021662734,0.0012210030400773239,1.9928020015512675
176,3.2514263420312487e-09,0.0018380547034397216,0.003607253918850308,0.0012886037715461216,2.7993507379868765
177,1.4594665186093743e-09,0.0014073382927086919,0.0019954557554035337,0.0010704529561928221,1.8641227938690372
178,1.5690395875781244e-09,0.0014417117111654133,0.0022096061350802797,0.00109863300838736,2.0112322479038505
179,2.8818082374062486e-09,0.0017655857651040047,0.003883293897417144,0.0012433053398005958,3.12336300111118
180,1.3465467018593745e-09,0.001370064245563756,0.00170025591143954,0.0013153736525465022,1.2926029863437842
181,1.2673092802812494e-09,0.0013426454082904637,0.0016864347436039867,0.0009443207705603284,1.7858706449963104
182,2.503568592468749e-09,0.001684691135800486,0.0026896939602055257,0.0012344186309379572,2.178915558137515
183,1.0492364868437495e-09,0.0012607382253775963,0.0020973307988053818,0.000797652655241723,2.629378571014473
184,2.690750431812499e-09,0.0017256720514834713,0.002902530097293865,0.0014235845650622412,2.038888428919544
185,7.357627471874997e-10,0.0011200731611150626,0.0017011340040355353,0.0009487176479061793,1.7930877619805425
186,1.1285124196249994e-09,0.0012917225469294747,0.0018398268943575814,0.0011830887794173784,1.5551046771516326
187,1.5325533283593743e-09,0.0014304488220859273,0.0025785858441161264,0.0010660512866543495,2.418819691319591
188,1.3489207311874993e-09,0.0013708689368240102,0.002298936442189452,0.0010871365051117034,2.114671369584113
189,2.161310834218749e-09,0.0016041299080693126,0.0024414573347877008,0.0012661476532354425,1.9282564150783978
190,1.6410219954062494e-09,0.001463429908618015,0.002646671034205222,0.0007783836215899867,3.400214188472937
191,1.5317942849687494e-09,0.001430212625405263,0.002008457917158199,0.0013098768853227784,1.5333180848238857
192,1.6300065490156242e-09,0.0014601481044751545,0.001975557344730778,0.001393683270805995,1.4175081140123562
193,7.254392601562497e-10,0.0011148098853407122,0.0017486048405503888,0.0011110957854016132,1.5737660636687085
194,1.7115099200937492e-09,0.0014840900935325562,0.0020843465703369547,0.0014717676716299438,1.4162198358580576
195,1.4766139423749994e-09,0.0014128285014504609,0.002112396508064496,0.0013377057122880278,1.5791190010330658
196,1.2455318160624995e-09,0.0013349102500890984,0.0017825255587970528,0.0011647551921966503,1.5303864457863707
197,1.965181972781249e-09,0.0015540609571506776,0.0027368383542578185,0.001245772630288862,2.1969003714772715
198,1.5277878775468743e-09,0.0014289646298525727,0.001873327714342184,0.0012214129745447646,1.533738181420904
199,1.8452531170624993e-09,0.001521781996198104,0.001847134290951748,0.0012554030586495618,1.471347610813305
200,3.1808713333124985e-09,0.001824662275899693,0.0028688854113575637,0.0014248139599016244,2.013515793708004
201,1.4494436674218744e-09,0.0014041092690247772,0.0022170740147317404,0.0009662538966871293,2.294504604155427
202,2.8357401423906237e-09,0.0017561270652447982,0.0025431200058680836,0.00136461123982641,1.8636223501952027
203,2.7645329278124987e-09,0.0017413031337280233,0.003917071874685915,0.001320043468145217,2.9673809758626835
204,1.6420183174999993e-09,0.0014637260152671817,0.0022172131514958462,0.001129543201111404,1.9629290400882755
205,2.7348308518281238e-09,0.0017350444925501298,0.003201572714175849,0.001625945189166672,1.969053283903571
206,1.5142008766249993e-09,0.0014247159630353795,0.002020215101586212,0.0011629997729188735,1.7370726535190255
207,1.915408106187499e-09,0.0015408282520606791,0.002304915986816762,0.0011691553184755054,1.9714369428881415
208,2.217075056343749e-09,0.0016178090400480998,0.002742338450298796,0.0012750254637512652,2.150810731442598
209,2.101519085624999e-09,0.0015891988376761314,0.001979212356262363,0.0013647952585416972,1.450189941586681
210,1.887609229015624e-09,0.0015333377335164883,0.002416937615259374,0.000979855774321521,2.4666258837255186
211,1.6157275887343744e-09,0.001455871930348083,0.0019873395066367597,0.001400427876993348,1.41909450624725
212,2.237047463203124e-09,0.001622652508224054,0.0021386532868547924,0.0014175183824917188,1.5087305485911655
213,9.253136466718746e-10,0.0012090106178958085,0.002106421227882199,0.0007936346825703662,2.654144626164869
214,1.1757470314062494e-09,0.0013094987539984404,0.0018187086469898302,0.001184836665200639,1.53498680485369
215,2.5339800199687488e-09,0.0016914851446080846,0.002146859671984504,0.0013110605610280374,1.6374984770353358
216,1.970023203703124e-09,0.0015553360550629256,0.001980631616002498,0.0015051971747603336,1.3158619011611326
217,1.8119260187968743e-09,0.0015125646501282283,0.0025505571973844197,0.0011521375333412285,2.2137610515888135
218,1.2666359553749994e-09,0.0013424075824335564,0.0019049280989900687,0.001258527492750124,1.513616595555998
219,2.320716157734374e-09,0.0016426352358611927,0.00246759683138696,0.001154999370742932,2.1364486370236926
220,2.105941662499999e-09,0.0015903128618949686,0.002174344731300842,0.00172566631067972,1.2600030016489066
221,1.916353494109374e-09,0.001541081712549903,0.0018376781030673753,0.0012541582994934966,1.4652680636962163
222,1.0937454992812496e-09,0.0012783189260284385,0.0017679324929564685,0.0010364295903145689,1.7057912177322916
223,1.3719255847187494e-09,0.0013786181049326093,0.001747157205260832,0.0011614747546691581,1.504257581352686
224,1.0053747110781246e-09,0.0012429198144430186,0.0017421390208687323,0.0010577793798560186,1.6469776723250802
225,1.6395672657656244e-09,0.0014629973480442368,0.0018957694879814296,0.0013619546567795722,1.3919475795648706
226,1.5117473402968743e-09,0.0014239460339028117,0.001947147112552181,0.0011542630182626564,1.6869180435867532
227,1.3274277529531245e-09,0.0013635490244937403,0.0020151142818792215,0.0011276858502546588,1.7869464988180528
228,2.670901012343749e-09,0.0017214181992945491,0.002873662511431349,0.0014886731575448758,1.930351532750548
229,1.0956213675624996e-09,0.0012790493178581996,0.0016453428845883398,0.001090806311243232,1.5083730884478308
230,1.5299507164062493e-09,0.0014296386245852598,0.0019290800797524786,0.0012264952043589622,1.5728394802495198
231,1.5804712034218743e-09,0.0014452045548418984,0.0019527934646633037,0.000931479598286385,2.096442550385214
232,1.0832244870468745e-09,0.0012742068893667727,0.0018709518164006188,0.001125549554865735,1.6622562803321457
233,1.3728014040156245e-09,0.0013789114064328473,0.0019219926393249842,0.0012927170494804294,1.4867852482470731
234,1.8118142120781243e-09,0.0015125335380468921,0.0020839530529395997,0.001300265244312152,1.6027138017074534
235,1.3212162685781243e-09,0.0013614188624313723,0.002008414495250459,0.0011502526332525746,1.7460638099747325
236,2.5109590165781237e-09,0.0016863472186265207,0.0022283722854269878,0.0014176498943625393,1.5718777212119768
237,1.1994860823906244e-09,0.0013182532892493438,0.0020076764835524038,0.0009702509649761302,2.0692342043708205
238,1.5840515030156242e-09,0.0014462950235215356,0.0020317661122487,0.0011767279963781898,1.7266234155235551
239,9.929554692187496e-10,0.0012377807283354227,0.0023304211037768786,0.0008703368838329211,2.677608115967484
240,1.6814836046249992e-09,0.001475360000814986,0.0022203380920193297,0.0012777270035297503,1.737724948980177
241,1.3057782453124995e-09,0.001356095481314813,0.0018910496358186075,0.0011901157942724701,1.5889627252402152
242,2.178281851828124e-09,0.0016083176091111202,0.0024375356232214235,0.0013674083909970326,1.7825951919485574
243,2.170538615406249e-09,0.001606409626890002,0.0022353738095136945,0.001322534739364746,1.6902193515063453
244,1.6263442578281243e-09,0.0014590537331164158,0.0019209151282293783,0.0012309791064627736,1.5604774428293429
245,2.7790541359843736e-09,0.0017443466473957888,0.0032194744555290203,0.0010531762288077625,3.056919029755916
246,1.3490785028906244e-09,0.001370922381006005,0.002054432754161304,0.0011874172703993514,1.7301691708344096
247,3.043330434796874e-09,0.0017979743659451417,0.004192296027523272,0.0013882310473433998,3.019883495291288
248,2.0540360144687493e-09,0.0015771384165307505,0.0021478432793893046,0.0014289096889369317,1.5031343800231625
249,1.7045195155781242e-09,0.001482066822283914,0.002607267703472221,0.0012312736786141835,2.11753710710907
250,3.2015009152187485e-09,0.00182859840240324,0.0029972609770013963,0.0014597905711972111,2.0532129992751402
251,1.1292205288437496e-09,0.0012919926634068063,0.001724969570895686,0.0011239633377889105,1.534720495678347
252,2.9029682800781236e-09,0.0017698965772037438,0.0027225318668557845,0.0015727674406918442,1.731045414863224
253,1.6465601548749993e-09,0.0014650743326342572,0.002851949727264328,0.0011244142596605465,2.5363870146268988
254,1.6626677761562493e-09,0.001469836244972871,0.0021596734107307385,0.0013823349609311773,1.5623372567209943
255,1.0416907756249995e-09,0.0012577087008063094,0.0016905824633348591,0.0009014102947339376,1.8754860835418519
256,1.3130456820312494e-09,0.00135860665573969,0.001554615336662895,0.0013100821417089436,1.1866548571030582
257,1.2686074805156245e-09,0.0013431037094012227,0.0015665237933307496,0.0012821170844223926,1.2218258475484594
258,8.910411604843746e-10,0.0011938956814814983,0.0016594586897953414,0.001030673007287419,1.6100729116432329
259,1.3522451176249994e-09,0.0013719941720646098,0.0019987976100133173,0.0012637984669765698,1.5815793912103029
260,1.3486499104687495e-09,0.001370777188275037,0.002202141890350886,0.001125943528529088,1.9558191281828525
261,1.7602129267812492e-09,0.0014980358080965276,0.0024521712520121047,0.0008927806992275563,2.7466669632685274
262,1.1448101123281244e-09,0.0012979110948148514,0.0018099949980685342,0.001199907584775149,1.5084453344860802
263,2.600308734718749e-09,0.0017061168185226693,0.002261590970018761,0.0013898447566337133,1.6272256014380118
264,1.1568852379531244e-09,0.0013024584741013834,0.001615546294447079,0.0010709913393179419,1.5084587849944104
265,2.010210265312499e-09,0.0015658408590984829,0.002145217430279142,0.001630846753493985,1.3154009876667754
266,1.8352352350624992e-09,0.0015190230785057349,0.0020037137271414823,0.0015261241455622673,1.3129428120038409
267,2.149418326234374e-09,0.0016011822793869405,0.0022939043186372167,0.0013721128308596547,1.6718044369573033
268,1.7279666267968742e-09,0.0014888315933362345,0.0021941812782787853,0.001266307738272884,1.73273937445208
